code_commune,ville,code_dept,code_postal,latitude,longitude,population,surface_km2,densite_hab_km2,type_commune,score_fragilite,score_emergence,score_freins_invisibles,score_momentum,potentiel_investissement,risque_credit_local,classe_risque,segment,fragilite_fiable,score_desert_medical,niveau_desert_medical,score_desert_commercial,niveau_desert_commercial,nb_entreprises_actives,nb_entreprises_total,taux_survie_entreprises,entreprises_1000hab,dynamique_eco,nb_gares,gares_10k_hab,prix_m2_median,nb_transactions,taux_chomage,revenu_median,taux_pauvrete,nb_medecin_generaliste,nb_medecin_specialiste,nb_pharmacie,nb_hopital,nb_urgences,nb_infirmier,nb_dentiste,nb_kinesitherapeute,medecins_10k_hab,est_desert_medical,nb_supermarche,nb_epicerie,nb_boulangerie,nb_banque,nb_poste,nb_boucherie,nb_ecole_primaire,nb_college,nb_lycee,est_desert_commercial,donnees_insee_simulees,donnees_bpe_simulees
91692,Les Ulis,91,91940,48.6817,2.1864,25886,5.4769,4726.3963,urbain,0.2742,0.1477,0.6736,0.2916,0.2367,0.5826,ELEVE,territoire_stable,true,0.6968,SOUS-DOTÉ,0.7614,DÉSERT,738,1030,0.7165,28.5096,43.301,1,0.3863,1747,115,7.8857,2325.5893,13.2776,28,13,9,0,0,18,9,11,10.8167,0,5,8,10,7,4,6,17,3,1,0,true,true
94001,Ablon-sur-Seine,94,94480,48.7236,2.4229,5988,1.1416,5245.2698,tres_urbain,0.4661,0.2628,0.6857,0.3023,0.2911,0.6511,ELEVE,territoire_stable,true,0.6183,SOUS-DOTÉ,0.7231,DÉSERT,194,265,0.7321,32.3981,46.4151,3,5.01,2620,22,13.433,2318.5237,15.113,8,3,2,0,0,3,2,2,13.3601,0,1,2,2,2,1,2,4,1,0,0,true,true
94002,Alfortville,94,94140,48.7963,2.4214,45531,3.6717,12400.5229,tres_urbain,0.6493,0.2372,0.923,0.3236,0.3508,0.7045,CRITIQUE,territoire_bloque,true,0.7811,DÉSERT,0.881,DÉSERT,375,437,0.8581,8.2361,71.6247,0,0,2283,431,13.9633,2707.1539,25.1329,57,23,16,1,0,30,15,18,12.5189,0,9,15,18,12,7,11,31,6,3,0,true,true
94003,Arcueil,94,94110,48.8053,2.3328,22200,2.3347,9508.7163,tres_urbain,0.6481,0.3882,0.8092,0.4361,0.4211,0.6219,ELEVE,territoire_bloque,true,0.7521,DÉSERT,0.8359,DÉSERT,597,656,0.9101,26.8919,82.0122,0,0,3250,138,10.7904,1954.9746,22.2749,27,11,7,0,0,15,7,9,12.1622,0,5,7,9,5,4,6,14,3,1,0,true,true
94004,Boissy-Saint-Léger,94,94470,48.7453,2.5251,17325,8.9155,1943.2449,urbain,0.5937,0.1956,0.7953,0.2207,0.1884,0.753,CRITIQUE,territoire_fragile,true,0.6718,SOUS-DOTÉ,0.727,DÉSERT,497,692,0.7182,28.6869,43.6416,0,0,3621,48,11.3843,1524.1544,20.4504,19,9,5,0,0,11,6,7,10.9668,0,3,5,7,4,2,4,12,2,1,0,true,true
94011,Bonneuil-sur-Marne,94,94380,48.7721,2.493,18270,5.4905,3327.5658,urbain,0.5085,0.2127,0.7521,0.2653,0.2299,0.691,ELEVE,territoire_stable,true,0.6542,SOUS-DOTÉ,0.723,DÉSERT,478,652,0.7331,26.1631,46.6258,4,2.1894,3265,84,11.1455,1936.1131,18.5259,20,9,6,0,0,12,7,8,10.9469,0,4,5,7,5,2,4,12,2,1,0,true,true
94015,Bry-sur-Marne,94,94360,48.8392,2.5224,18503,3.3361,5546.2966,tres_urbain,0.3607,0.2007,0.7246,0.2999,0.2653,0.6239,ELEVE,territoire_stable,true,0.7021,DÉSERT,0.7762,DÉSERT,508,698,0.7278,27.455,45.5587,0,0,3095,86,10.1426,2396.0164,15.0483,23,9,6,0,0,12,7,8,12.4304,0,4,6,7,4,4,5,12,2,1,0,true,true
94016,Cachan,94,94230,48.7914,2.3318,31103,2.7872,11159.2279,tres_urbain,0.5595,0.4209,0.744,0.4133,0.454,0.635,ELEVE,territoire_fragile,true,0.7577,DÉSERT,0.854,DÉSERT,1236,1513,0.8169,39.7389,63.384,2,0.643,4050,107,13.8945,2291.8263,17.1642,39,15,10,1,0,21,10,13,12.539,0,6,11,13,8,5,8,20,4,2,0,true,true
94017,Champigny-sur-Marne,94,94500,48.8173,2.5206,78072,11.3032,6907.0706,tres_urbain,0.6662,0.1861,0.8391,0.2208,0.2409,0.7685,CRITIQUE,territoire_bloque,true,0.7077,DÉSERT,0.7922,DÉSERT,1843,2438,0.7559,23.6064,51.1895,4,0.5123,2197,747,14.402,1783.1395,20.7128,98,39,25,2,1,52,26,31,12.5525,0,15,26,31,20,13,20,52,10,5,0,true,true
94018,Charenton-le-Pont,94,94220,48.8229,2.405,28830,1.8499,15584.6262,tres_urbain,0.5964,0.6031,0.6464,0.5233,0.6236,0.5795,ELEVE,territoire_emergent,true,0.8196,DÉSERT,0.9283,DÉSERT,2085,2426,0.8594,72.3205,71.8879,0,0,2535,114,15.7076,2277.72,14.7226,37,14,10,0,0,19,10,12,12.8339,0,6,10,12,7,4,7,19,3,2,0,true,true
94019,Chennevières-sur-Marne,94,94430,48.7951,2.5443,18710,5.2168,3586.4898,urbain,0.6672,0.3392,0.752,0.3438,0.3072,0.6838,ELEVE,territoire_bloque,true,0.6709,SOUS-DOTÉ,0.731,DÉSERT,739,899,0.822,39.4976,64.4049,2,1.0689,2840,121,13.6345,1623.8826,18.4955,21,10,6,0,0,12,6,8,11.2239,0,4,7,8,5,3,5,12,2,1,0,true,true
94021,Chevilly-Larue,94,94550,48.7679,2.3507,19826,4.2239,4693.7664,urbain,0.3343,0.1969,0.6899,0.3135,0.2609,0.594,ELEVE,territoire_stable,true,0.7049,DÉSERT,0.7634,DÉSERT,593,803,0.7385,29.9102,47.6961,0,0,2492,57,7.5558,2117.4181,15.1589,21,10,7,0,0,13,7,7,10.5922,0,4,6,8,5,4,5,13,2,1,0,true,true
94022,Choisy-le-Roi,94,94600,48.7635,2.4202,45946,5.4214,8474.9327,tres_urbain,0.4966,0.3561,0.746,0.4435,0.4041,0.5637,ELEVE,territoire_stable,true,0.721,DÉSERT,0.8129,DÉSERT,1269,1444,0.8788,27.6194,75.7618,4,0.8706,2943,346,10.6554,2391.6496,17.6881,57,23,15,2,0,31,15,18,12.4059,0,9,15,18,12,7,11,31,5,3,0,true,true
94028,Créteil,94,94000,48.7845,2.4523,93397,11.4193,8178.8726,tres_urbain,0.6232,0.2094,0.8353,0.2277,0.2682,0.7671,CRITIQUE,territoire_bloque,true,0.7302,DÉSERT,0.8165,DÉSERT,2706,3702,0.731,28.9731,46.1912,0,0,2577,890,14.2876,2065.0301,21.4884,117,47,31,2,1,63,31,38,12.5272,0,18,31,38,24,15,23,62,12,6,0,true,true
94033,Fontenay-sous-Bois,94,94120,48.8503,2.4736,53757,5.5599,9668.6991,tres_urbain,0.6311,0.241,0.8486,0.2905,0.3165,0.7186,CRITIQUE,territoire_bloque,true,0.7464,DÉSERT,0.8357,DÉSERT,1118,1396,0.8009,20.7973,60.1719,1,0.186,2676,348,14.2845,2171.5333,20.5549,67,27,18,1,1,36,18,22,12.4635,0,11,19,21,14,9,14,36,7,4,0,true,true
94034,Fresnes,94,94260,48.7572,2.3263,29528,3.5515,8314.2334,tres_urbain,0.6132,0.2857,0.792,0.3279,0.3348,0.6811,ELEVE,territoire_bloque,true,0.7273,DÉSERT,0.8117,DÉSERT,852,1046,0.8145,28.854,62.9063,1,0.3387,2548,215,14.2876,2035.1966,17.7366,37,15,10,0,0,20,10,11,12.5305,0,6,11,12,8,5,7,19,3,2,0,true,true
94037,Gentilly,94,94250,48.812,2.3426,19963,1.1808,16906.3347,tres_urbain,0.7416,0.4293,0.8453,0.3788,0.5008,0.7258,CRITIQUE,territoire_bloque,true,0.7975,DÉSERT,0.9286,DÉSERT,669,797,0.8394,33.512,67.8795,3,1.5028,3541,176,22.6318,2284.3302,23.0577,27,10,7,0,0,15,7,7,13.525,0,4,6,8,5,3,5,14,2,1,0,true,true
94038,L'Haÿ-les-Roses,94,94240,48.7777,2.3416,31188,3.8956,8005.9554,tres_urbain,0.4627,0.2609,0.7402,0.2991,0.3176,0.6698,ELEVE,territoire_stable,true,0.7227,DÉSERT,0.8105,DÉSERT,1179,1621,0.7273,37.803,45.4658,1,0.3206,2701,247,14.4272,2538.7856,15.2163,39,15,11,1,0,21,10,13,12.5048,0,6,11,12,8,5,8,21,4,2,0,true,true
94041,Ivry-sur-Seine,94,94200,48.8125,2.3872,65064,6.1146,10640.7615,tres_urbain,0.6976,0.3128,0.8226,0.3035,0.3636,0.7391,CRITIQUE,territoire_bloque,true,0.7599,DÉSERT,0.8537,DÉSERT,2461,3089,0.7967,37.8243,59.3396,0,0,2070,260,15.8389,2053.5685,21.1558,82,33,21,1,1,45,22,26,12.603,0,13,22,26,16,11,16,43,8,4,0,true,true
94042,Joinville-le-Pont,94,94340,48.8199,2.4685,20525,2.2852,8981.7084,tres_urbain,0.6056,0.2222,0.8507,0.2497,0.2881,0.7522,CRITIQUE,territoire_bloque,true,0.74,DÉSERT,0.8284,DÉSERT,551,739,0.7456,26.8453,49.1204,0,0,2761,57,15.385,2426.0116,21.0759,26,10,7,0,0,14,7,8,12.6675,0,4,7,8,5,4,6,14,2,2,0,true,true
94043,Le Kremlin-Bicêtre,94,94270,48.8087,2.356,24110,1.5409,15646.7,tres_urbain,0.5665,0.2098,0.8192,0.2495,0.3676,0.7329,CRITIQUE,territoire_fragile,true,0.799,DÉSERT,0.9126,DÉSERT,410,556,0.7374,17.0054,47.482,4,1.6591,2515,237,14.6285,2167.4356,17.9166,30,12,8,0,0,16,8,10,12.443,0,5,8,10,6,4,6,15,3,2,0,true,true
94044,Limeil-Brévannes,94,94450,48.7463,2.4924,27406,6.9462,3945.4666,urbain,0.4831,0.2093,0.7446,0.267,0.2373,0.6826,ELEVE,territoire_stable,true,0.6719,SOUS-DOTÉ,0.7344,DÉSERT,629,865,0.7272,22.9512,45.4335,4,1.4595,3910,183,10.2118,1751.7818,17.1415,30,14,9,0,0,18,9,11,10.9465,0,6,10,11,7,4,7,18,4,2,0,true,true
94046,Maisons-Alfort,94,94700,48.8017,2.44,56799,5.348,10620.6058,tres_urbain,0.5624,0.5013,0.6749,0.4687,0.5031,0.5938,ELEVE,territoire_fragile,true,0.7499,DÉSERT,0.8481,DÉSERT,3247,3867,0.8397,57.1665,67.9338,4,0.7042,3144,473,14.8974,2273.2424,14.6211,71,28,19,1,1,39,19,23,12.5002,0,11,18,22,14,10,14,37,7,4,0,true,true
94047,Mandres-les-Roses,94,94520,48.7068,2.5477,4922,3.365,1462.7043,urbain,0.5487,0.3695,0.7116,0.4029,0.3151,0.6099,ELEVE,territoire_stable,true,0.6688,SOUS-DOTÉ,0.7204,DÉSERT,211,253,0.834,42.8688,66.7984,0,0,3542,27,9.0679,1691.1894,19.2341,5,3,1,0,0,4,2,2,10.1585,0,1,1,2,1,1,1,4,0,0,0,true,true
94048,Marolles-en-Brie,94,94440,48.7385,2.5539,4781,4.5955,1040.3656,urbain,0.4821,0.244,0.7127,0.3241,0.236,0.6275,ELEVE,territoire_stable,true,0.6743,SOUS-DOTÉ,0.7023,DÉSERT,166,212,0.783,34.7208,56.6038,0,0,2599,25,10.408,1811.5877,15.3528,5,2,1,0,0,3,2,2,10.4581,0,2,1,2,1,0,1,4,0,1,0,true,true
94052,Nogent-sur-Marne,94,94130,48.837,2.4811,32455,2.7986,11596.8699,tres_urbain,0.5384,0.3082,0.7751,0.36,0.3951,0.6445,ELEVE,territoire_stable,true,0.7656,DÉSERT,0.8635,DÉSERT,718,884,0.8122,22.1229,62.4434,2,0.6162,3631,126,11.7866,2000.5305,17.1705,40,16,10,1,0,22,11,13,12.3248,0,6,11,13,8,5,8,22,4,2,0,true,true
94053,Noiseau,94,94880,48.7757,2.556,4628,4.5876,1008.8063,urbain,0.456,0.1856,0.7791,0.2637,0.1876,0.6821,ELEVE,territoire_stable,true,0.6538,SOUS-DOTÉ,0.7102,DÉSERT,139,191,0.7277,30.0346,45.5497,0,0,3055,41,11.2047,2441.1813,19.6715,5,3,2,0,0,2,1,2,10.8038,0,1,1,2,1,1,1,3,1,0,0,true,true
94054,Orly,94,94310,48.7402,2.403,24658,6.6904,3685.5793,urbain,0.6279,0.229,0.8069,0.2991,0.2454,0.6903,ELEVE,territoire_bloque,true,0.673,SOUS-DOTÉ,0.74,DÉSERT,447,545,0.8202,18.128,64.0367,2,0.8111,3121,215,16.7866,1958.8159,13.5348,29,12,8,0,0,16,8,10,11.7609,0,5,8,10,6,4,7,17,3,2,0,true,true
94055,Ormesson-sur-Marne,94,94490,48.7873,2.5371,10977,3.4331,3197.4018,urbain,0.3187,0.1879,0.6524,0.3605,0.2569,0.5249,ELEVE,territoire_stable,true,0.6962,SOUS-DOTÉ,0.7368,DÉSERT,264,328,0.8049,24.0503,60.9756,0,0,1744,36,6.3318,1775.0686,11.0704,11,5,3,0,0,8,4,4,10.021,0,2,4,5,3,2,3,8,1,1,0,true,true
94056,Périgny,94,94520,48.6974,2.562,2724,2.7609,986.6348,periurbain,0.2614,0.2373,0.5794,0.3841,0.2641,0.4961,MODERE,territoire_stable,true,0.6038,SOUS-DOTÉ,0.6748,SOUS-DOTÉ,74,95,0.7789,27.1659,55.7895,1,3.6711,2649,16,9.7157,2153.495,5.5518,3,1,1,0,0,2,1,2,11.0132,0,0,1,1,1,1,1,2,1,0,0,true,true
94058,Le Perreux-sur-Marne,94,94170,48.8433,2.5045,35260,3.9602,8903.5907,tres_urbain,0.4879,0.3256,0.7778,0.3887,0.3776,0.6173,ELEVE,territoire_stable,true,0.739,DÉSERT,0.8293,DÉSERT,915,1117,0.8192,25.9501,63.8317,0,0,3998,253,8.9682,2271.918,21.121,43,18,12,2,0,24,12,14,12.1951,0,7,11,14,8,6,9,23,4,2,0,true,true
94059,Le Plessis-Trévise,94,94420,48.808,2.5763,21112,4.3192,4887.9422,urbain,0.3597,0.2748,0.6225,0.3295,0.306,0.5977,ELEVE,territoire_stable,true,0.6928,SOUS-DOTÉ,0.7518,DÉSERT,928,1297,0.7155,43.956,43.0995,2,0.9473,2766,198,9.8202,1894.7576,11.5185,23,10,7,0,0,14,7,8,10.8943,0,5,8,9,5,3,5,14,3,1,0,true,true
94060,La Queue-en-Brie,94,94510,48.7769,2.5855,12241,9.3855,1304.2459,urbain,0.6961,0.2719,0.8739,0.3486,0.2417,0.6842,ELEVE,territoire_bloque,true,0.6526,SOUS-DOTÉ,0.7113,DÉSERT,208,234,0.8889,16.9921,77.7778,0,0,3432,60,13.7224,2103.5417,22.1418,14,7,4,0,0,9,4,5,11.437,0,2,4,5,4,2,3,8,2,1,0,true,true
94065,Rungis,94,94150,48.7493,2.3499,5611,4.1972,1336.8436,urbain,0.3969,0.2305,0.6972,0.399,0.2583,0.5253,ELEVE,territoire_stable,true,0.6727,SOUS-DOTÉ,0.7249,DÉSERT,119,138,0.8623,21.2083,72.4638,0,0,2275,36,11.1607,2139.3769,8.7132,6,2,2,0,0,3,2,2,10.6933,0,1,1,2,1,1,1,4,1,0,0,true,true
94067,Saint-Mandé,94,94160,48.8414,2.4195,21071,0.905,23282.8729,tres_urbain,0.6066,0.2959,0.8604,0.3507,0.4376,0.6809,ELEVE,territoire_bloque,true,0.8343,DÉSERT,0.9454,DÉSERT,364,435,0.8368,17.2749,67.3563,0,0,2767,117,10.3056,2167.3747,24.9376,26,11,7,0,0,13,7,9,12.3392,0,4,6,8,5,4,5,14,2,1,0,true,true
94068,Saint-Maur-des-Fossés,94,94100,48.7999,2.4921,76572,11.2556,6803.0136,tres_urbain,0.5737,0.2983,0.8107,0.388,0.3375,0.6229,ELEVE,territoire_fragile,true,0.7108,DÉSERT,0.7925,DÉSERT,1400,1602,0.8739,18.2834,74.7815,2,0.2612,3333,309,11.2117,2156.0454,19.7386,95,38,25,2,1,52,26,31,12.4066,0,15,26,31,19,13,19,51,9,5,0,true,true
94069,Saint-Maurice,94,94410,48.8179,2.4423,14506,1.4479,10018.6477,tres_urbain,0.6282,0.3355,0.7779,0.3696,0.3894,0.6574,ELEVE,territoire_bloque,true,0.7276,DÉSERT,0.8219,DÉSERT,457,541,0.8447,31.5042,68.9464,3,2.0681,2011,85,14.699,2231.2371,18.6615,18,7,5,0,0,8,4,5,12.4087,0,3,5,6,4,2,4,9,2,1,0,true,true
94070,Santeny,94,94440,48.7362,2.5771,3913,10.0258,390.293,periurbain,0.2904,0.1965,0.5977,0.3367,0.2244,0.5362,ELEVE,territoire_stable,true,0.6031,SOUS-DOTÉ,0.652,SOUS-DOTÉ,61,81,0.7531,15.5891,50.6173,2,5.1112,3620,11,6.1741,1524.5197,9.0928,3,2,1,0,0,3,1,2,7.6668,0,0,2,2,1,0,1,3,1,0,0,true,true
94071,Sucy-en-Brie,94,94370,48.7688,2.5374,27764,10.3889,2672.4677,urbain,0.5852,0.3075,0.7086,0.334,0.2848,0.6575,ELEVE,territoire_fragile,true,0.6556,SOUS-DOTÉ,0.7168,DÉSERT,1126,1415,0.7958,40.5561,59.1519,4,1.4407,2490,253,11.5411,1571.2022,17.397,31,14,9,0,0,18,9,11,11.1655,0,6,9,11,7,5,7,19,4,2,0,true,true
94073,Thiais,94,94320,48.7605,2.3869,32918,6.4245,5123.8229,tres_urbain,0.561,0.3759,0.7997,0.4499,0.3677,0.5891,ELEVE,territoire_fragile,true,0.6921,SOUS-DOTÉ,0.7706,DÉSERT,894,992,0.9012,27.1584,80.2419,0,0,3838,285,13.1139,2641.7186,18.8683,41,16,11,2,0,22,11,13,12.4552,0,6,11,13,9,5,8,23,4,2,0,true,true
94074,Valenton,94,94460,48.7497,2.46,14406,5.3137,2711.1053,urbain,0.4133,0.1711,0.747,0.2619,0.2052,0.6629,ELEVE,territoire_stable,true,0.6629,SOUS-DOTÉ,0.7245,DÉSERT,444,619,0.7173,30.8205,43.4572,1,0.6942,2299,77,9.371,2361.2419,19.8616,16,8,5,0,0,10,5,6,11.1065,0,3,5,5,4,3,4,10,2,1,0,true,true
94075,Villecresnes,94,94440,48.7221,2.5328,11647,5.6201,2072.3831,urbain,0.6512,0.2803,0.7707,0.2883,0.2467,0.7193,CRITIQUE,territoire_bloque,true,0.6365,SOUS-DOTÉ,0.7039,DÉSERT,397,510,0.7784,34.086,55.6863,2,1.7172,3174,66,16.3599,1887.741,16.3998,14,6,4,0,0,7,4,5,12.0203,0,3,3,4,4,2,3,8,1,1,0,true,true
94076,Villejuif,94,94800,48.7934,2.3603,60183,5.2795,11399.3749,tres_urbain,0.6359,0.3557,0.8279,0.4129,0.4223,0.6356,ELEVE,territoire_bloque,true,0.7665,DÉSERT,0.8633,DÉSERT,1517,1695,0.895,25.2065,78.9971,1,0.1662,2597,379,14.5848,2444.1392,19.5261,76,30,20,1,1,41,20,24,12.6282,0,12,21,23,15,11,15,40,8,4,0,true,true
94077,Villeneuve-le-Roi,94,94290,48.732,2.4076,21000,8.4384,2488.6234,urbain,0.3116,0.2809,0.6064,0.3847,0.2973,0.5304,ELEVE,territoire_stable,true,0.6654,SOUS-DOTÉ,0.72,DÉSERT,952,1236,0.7702,45.3333,54.0453,2,0.9524,1809,176,5.9371,2027.8125,14.7274,22,10,7,0,0,15,7,8,10.4762,0,4,8,8,5,3,5,13,2,1,0,true,true
94078,Villeneuve-Saint-Georges,94,94190,48.7389,2.4493,36221,8.073,4486.684,urbain,0.4214,0.2589,0.7479,0.379,0.297,0.579,ELEVE,territoire_stable,true,0.6951,SOUS-DOTÉ,0.7571,DÉSERT,1005,1219,0.8244,27.7463,64.8893,0,0,2468,358,11.4661,2719.7202,15.8007,40,18,13,2,0,24,12,15,11.0433,0,8,12,16,9,6,9,24,5,2,0,true,true
94079,Villiers-sur-Marne,94,94350,48.8278,2.5482,33162,4.3166,7682.4352,tres_urbain,0.5262,0.3906,0.7574,0.4505,0.4092,0.5796,ELEVE,territoire_stable,true,0.7233,DÉSERT,0.8104,DÉSERT,1261,1438,0.8769,38.0255,75.3825,0,0,2745,124,11.3455,2579.8937,20.0773,41,17,11,2,0,22,11,13,12.3635,0,6,11,13,8,6,8,22,4,2,0,true,true
94080,Vincennes,94,94300,48.8471,2.4383,48193,1.9034,25319.4284,tres_urbain,0.5173,0.3358,0.7563,0.363,0.4676,0.6472,ELEVE,territoire_stable,true,0.8244,DÉSERT,0.9381,DÉSERT,1335,1694,0.7881,27.7011,57.6151,2,0.415,3382,436,15.1311,2268.0206,13.0144,61,24,16,1,0,31,15,19,12.6574,0,10,16,18,12,8,12,32,6,3,0,true,true
94081,Vitry-sur-Seine,94,94400,48.7893,2.3951,93963,11.659,8059.2675,tres_urbain,0.4354,0.252,0.7043,0.325,0.3261,0.6234,ELEVE,territoire_stable,true,0.7272,DÉSERT,0.8116,DÉSERT,3166,4173,0.7587,33.6941,51.7374,2,0.2128,2323,403,11.0187,2061.1149,14.2814,117,47,31,1,1,63,31,38,12.4517,0,19,32,38,24,15,24,63,12,6,0,true,true
